Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
ghezala,غزالـــــــة,0.0,8,0.0415,6.45448,0.0515762,7.04006,1.2329,4.41627,0.103143,3.76661,9.53551,6.29188,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-06-30 00:00:00
melah,المالح,0.0,33,0.079,13.0024,0.0466847,18.4385,2.34581,6.35947,0.37,7.4281,25.72,7.1458,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-06-30 00:00:00
tine,الطين,0.0,34,0.0547,3.175,0.251594,6.78285,1.55477,5.57183,0.16,6.46271,17.4,5.9854,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-06-30 00:00:00
sejnane,سجنــــــان,0.0,9,0.494793,102.209,0.200231,125.514,14.7894,198.215,1.37957,94.5543,119.308,96.1057,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-06-30 00:00:00
zarga,الزرقة,0.0,10,0.0441,17.921,2.65151e-05,12.5113,1.3205,6.1772,0.09,7.85461,22.09,17.128,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-06-30 00:00:00
kebir,الكبير,0.00347136,31,0.0,6.4636,0.079355,19.1828,0.0,17.9095,0.124519,17.7404,39.6197,6.1824,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-06-30 00:00:00
moula,المولى,0.0,32,0.0,25.9346,0.133663,10.9411,0.0,8.111,0.118173,15.5842,31.8587,25.834,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-06-30 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.39806,250.271,2.72248,246.45,10.5118,164.863,1.97054,173.779,296.035,244.731,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-06-30 00:00:00
ziatine,الزياتين,0.0183198,12,0.05434,22.8128,0.41026,18.1746,1.55751,10.5648,0.1,11.7494,29.2,22.52,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-06-30 00:00:00
gamgoum,القمقوم,0.00626022,13,0.0,17.3357,0.124705,8.75106,0.0,6.9895,0.0,6.9283,7.96404,17.5792,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-06-30 00:00:00
harka,الحركة,0.0193582,35,0.0,27.273,0.393335,16.1018,0.0,10.7145,0.34,,24.5,29.1589,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-06-30 00:00:00
siliana,سليانـــــــة,0.0264666,14,0.145014,7.45387,0.299119,10.812,1.18761,2.17339,0.902666,11.2058,35.1662,4.12368,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-06-30 00:00:00
lakhmess,لخمـــــــاس,0.00341542,15,0.002522,6.49878,0.160562,6.67884,0.382031,0.911414,0.481743,1.61896,12.4042,1.94239,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-06-30 00:00:00
rmil,الرميـــــــل,0.00200027,16,0.003648,0.8125,0.0684019,1.25702,0.188306,0.406914,0.0634854,1.56136,10.0152,0.879,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-06-30 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,20.1247,0.0245427,5.33093,0.12,1.212,0.338467,9.37769,25.9843,28.9538,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-06-30 00:00:00
rmel,الرمــــــل,0.011976,18,0.0,0.900043,0.325536,1.64837,0.0,0.0158,0.16196,6.15259,15.8926,1.777,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-06-30 00:00:00
nebhana,نبهانــــــة,0.00136292,19,0.07441,14.6875,0.442636,18.8134,2.17096,4.13849,0.741472,6.87425,22.3256,3.7824,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-06-30 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,33.9897,0.16273,13.5605,0.0,1.84026,2.50689,23.119,44.4849,37.8633,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-06-30 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0072,4.79743,0.0,15.0016,0.18128,0.552748,0.496056,8.3042,14.7297,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-06-30 00:00:00
sficifa,سفيسيفة,0.00150053,22,0.0,1.49861,0.0301189,0.183362,0.0,0.0,0.56,0.248893,76.248,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-06-30 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.0232875,0.810012,0.0,0.202,0.111814,0.045707,1.85328,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-06-30 00:00:00
elbrek,البــــــــرك,0.00042735,24,0.0,0.06,0.0128205,0.680234,0.0,0.0,0.0835049,0.549573,2.11092,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-06-30 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.00144,1.3372,0.034123,1.58238,0.26496,0.48596,0.130037,0.785405,5.09204,1.896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-06-30 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.50304,0.0,1.30067,0.0,0.053721,0.18711,0.392473,6.75243,0.53536,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-06-30 00:00:00
masri,مصــــــري,0.053155,27,0.12795,4.05458,0.138777,0.935284,0.864194,4.60654,0.0864223,0.808405,4.72968,3.96484,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-06-30 00:00:00
lebna,لبنــــــــة,0.00385616,28,0.013,4.36018,0.0771301,4.41957,0.768,2.74097,0.182602,3.9641,18.0461,7.91075,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-06-30 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.468256,0.00218008,0.275397,0.0,0.0,0.0578286,1.86717,4.466,1.46487,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-06-30 00:00:00
abid,العبيـــــــد,0.0,30,0.009128,2.60619,0.0405914,3.04394,0.336387,0.686885,0.0124065,0.960733,5.24016,2.64123,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-06-30 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,23.3715,0.0637722,30.4346,1.726,8.147,14.8922,38.8005,166.84,8.51191,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-06-29 00:00:00
sarrat,سراط,0.0,36,0.0,5.71289,0.129699,9.20022,0.13855,6.7316,1.867,,17.3868,6.04619,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-06-29 00:00:00
benmetir,بنيمطيــر,0.0,2,0.03456,23.8338,0.0124311,29.8789,0.96768,11.7017,0.282436,16.8917,43.1877,16.9282,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-06-29 00:00:00
kasseb,كســاب,0.0,3,0.09504,30.8052,0.276329,31.7674,2.46038,23.8532,0.430066,23.8747,43.4226,32.5821,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-06-29 00:00:00
barbara,بربرة,0.00320019,4,0.020168,63.5125,0.226873,62.3106,0.477348,35.0266,0.293949,48.6995,83.5319,54.5672,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-06-29 00:00:00
sidisalem,سيدي ســــالم,0.0,5,0.0432,185.911,0.900468,216.271,26.3739,142.814,9.72415,153.848,393.987,224.08,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-06-29 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.3473,47.8593,0.209249,66.0423,7.92281,40.736,1.18503,32.6828,81.5323,28.4013,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-06-29 00:00:00
joumine,جوميــــــن,0.0,7,0.24418,42.4158,0.682286,62.658,7.11082,48.4439,0.735881,39.9499,76.033,41.9307,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-06-29 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0395,6.50617,0.0515762,7.04006,1.1914,4.37477,0.103143,3.76045,9.53207,6.309,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-06-29 00:00:00
melah,المالح,0.0,33,0.07678,13.0912,0.0466847,18.4385,2.26681,6.28047,0.37,7.4281,25.7077,7.2322,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-06-29 00:00:00
tine,الطين,0.0167753,34,0.0546,3.2569,0.251594,6.78285,1.50007,5.51713,0.16,6.38081,17.3947,5.9668,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-06-29 00:00:00
sejnane,سجنــــــان,0.0,9,0.498667,102.47,0.200231,125.514,14.2946,197.721,1.37957,94.5474,119.262,96.1686,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-06-29 00:00:00
zarga,الزرقة,0.0,10,0.0549,17.973,2.65151e-05,12.5113,1.2764,6.1331,0.09,7.85461,22.087,17.18,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-06-29 00:00:00
kebir,الكبير,0.0,31,0.0,6.4636,0.0758837,19.1793,0.0,17.9095,0.124519,17.7374,39.6155,6.1824,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-06-29 00:00:00
moula,المولى,0.0,32,0.0,25.949,0.133663,10.9411,0.0,8.111,0.118173,15.5842,31.8548,25.8484,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-06-29 00:00:00
selbarrak,سيدي البــــراق,0.015747,11,0.39461,250.825,2.72248,246.45,10.1137,164.465,1.97054,173.658,295.97,245.285,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-06-29 00:00:00
ziatine,الزياتين,0.0159828,12,0.053815,22.8616,0.39194,18.1563,1.50317,10.5105,0.1,11.7307,29.1967,22.5688,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-06-29 00:00:00
gamgoum,القمقوم,0.0,13,0.0,17.3357,0.118445,8.7448,0.0,6.9895,0.0,6.92198,7.96404,17.5792,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-06-29 00:00:00
harka,الحركة,0.0,35,0.0,27.273,0.373977,16.0824,0.0,10.7145,0.34,,24.4887,29.2017,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-06-29 00:00:00
siliana,سليانـــــــة,0.0182568,14,0.135655,7.60713,0.272652,10.7855,1.04259,2.02837,0.902666,11.2054,35.1361,4.14943,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-06-29 00:00:00
lakhmess,لخمـــــــاس,0.0112642,15,0.001993,6.50899,0.157147,6.67543,0.379509,0.908892,0.481743,1.61594,12.3881,1.94757,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-06-29 00:00:00
rmil,الرميـــــــل,0.00250169,16,0.007564,0.8195,0.0664016,1.25502,0.184658,0.403266,0.0634854,1.56035,10.0131,0.886,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-06-29 00:00:00
birmcherga,بئر المشارقـــة,0.00196559,17,0.004,20.2178,0.0245427,5.33093,0.116,1.208,0.338467,9.37769,25.9731,29.0102,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-06-29 00:00:00
rmel,الرمــــــل,0.0120358,18,0.0,0.900043,0.31356,1.63639,0.0,0.0158,0.16196,6.15259,15.8872,1.83142,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-06-29 00:00:00
nebhana,نبهانــــــة,0.0178425,19,0.06772,14.7799,0.441273,18.812,2.09655,4.06408,0.741472,6.85756,22.3008,3.8061,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-06-29 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,34.0679,0.16273,13.5605,0.0,1.84026,2.50689,23.119,44.4013,37.9458,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-06-29 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.009,4.87733,0.0,15.0016,0.17408,0.545548,0.496056,8.29314,14.7131,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-06-29 00:00:00
sficifa,سفيسيفة,0.00135047,22,0.0,1.49861,0.0286183,0.181862,0.0,0.0,0.56,0.247323,76.2293,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-06-29 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.0225112,0.809236,0.0,0.202,0.111814,0.0395888,1.84955,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-06-29 00:00:00
elbrek,البــــــــرك,0.00042735,24,0.0,0.06,0.0123931,0.679807,0.0,0.0,0.0835049,0.547375,2.10814,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-06-29 00:00:00
bezirk,بزيـــــــغ,0.00256869,25,0.0144,1.342,0.034123,1.58238,0.26352,0.48452,0.130037,0.78249,5.0877,1.896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-06-29 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.51112,0.0,1.30067,0.0,0.053721,0.18711,0.390904,6.74619,0.54748,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-06-29 00:00:00
masri,مصــــــري,0.00357015,27,0.05,4.13364,0.085622,0.882129,0.736244,4.47859,0.158997,0.803021,4.72438,3.96484,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-06-29 00:00:00
lebna,لبنــــــــة,0.0,28,0.042,4.37833,0.073274,4.41572,0.755,2.72797,0.182602,3.9641,18.04,7.97558,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-06-29 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.470768,0.00218008,0.275397,0.0,0.0,0.0578286,1.86717,4.46408,1.47518,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-06-29 00:00:00
abid,العبيـــــــد,0.000108715,30,0.014865,2.62355,0.0405914,3.04394,0.327259,0.677757,0.0124065,0.960733,5.23975,2.67069,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-06-29 00:00:00
mellegue,مـــــلاق,0.0,1,0.13,23.4545,0.0637722,30.4346,1.696,8.117,14.8922,38.8005,166.343,8.73379,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-06-28 00:00:00
sarrat,سراط,0.0114118,36,0.0,5.72442,0.129699,9.20022,0.13855,6.7316,1.867,,17.3245,6.0586,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-06-28 00:00:00
benmetir,بنيمطيــر,0.0,2,0.03456,23.9014,0.0124311,29.8789,0.93312,11.6672,0.282436,16.8917,43.1783,17.0222,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-06-28 00:00:00
kasseb,كســاب,0.0,3,0.09504,30.9266,0.276329,31.7674,2.36534,23.7582,0.430066,23.8662,43.4083,32.6851,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-06-28 00:00:00
barbara,بربرة,0.00286688,4,0.015237,63.5538,0.223673,62.3074,0.45718,35.0065,0.293949,48.6995,83.5221,54.7797,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-06-28 00:00:00
sidisalem,سيدي ســــالم,0.0,5,1.8335,186.403,0.900468,216.271,26.3307,142.771,9.72415,153.848,393.663,225.693,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-06-28 00:00:00
bouheurtma,بو هرتمـــــه,0.0728575,6,0.348,48.2658,0.209249,66.0423,7.57551,40.3887,1.18503,32.672,81.4928,28.5549,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-06-28 00:00:00
joumine,جوميــــــن,0.0542543,7,0.27018,42.693,0.682286,62.658,6.86664,48.1997,0.735881,39.9499,76.0084,42.0693,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-06-28 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0408,6.55955,0.0515762,7.04006,1.1519,4.33527,0.103143,3.76045,9.52863,6.33467,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-06-28 00:00:00
melah,المالح,0.0,33,0.07565,13.18,0.0466847,18.4385,2.19003,6.20369,0.37,7.4281,25.6953,7.309,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-06-28 00:00:00
tine,الطين,0.0158496,34,0.0534,3.3037,0.234819,6.76608,1.44547,5.46253,0.16,6.28535,17.3893,5.9296,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-06-28 00:00:00
sejnane,سجنــــــان,0.0,9,0.490879,102.666,0.200231,125.514,13.7959,197.222,1.37957,94.5474,119.216,96.2945,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-06-28 00:00:00
zarga,الزرقة,0.0,10,0.0448,18.038,2.65151e-05,12.5113,1.2215,6.0782,0.09,7.85461,22.084,17.193,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-06-28 00:00:00
kebir,الكبير,0.00293951,31,0.0,6.4712,0.0758837,19.1793,0.0,17.9095,0.124519,17.7374,39.6114,6.19,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-06-28 00:00:00
moula,المولى,0.00808584,32,0.0,25.9634,0.133663,10.9411,0.0,8.111,0.118173,15.5794,31.8508,25.8484,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-06-28 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.39531,251.379,2.70673,246.434,9.71909,164.07,1.97054,173.553,295.904,245.839,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-06-28 00:00:00
ziatine,الزياتين,0.0191984,12,0.057017,22.9104,0.375957,18.1403,1.44935,10.4567,0.1,11.7307,29.1933,22.642,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-06-28 00:00:00
gamgoum,القمقوم,0.00730821,13,0.0,17.35,0.118445,8.7448,0.0,6.9895,0.0,6.91776,7.96404,17.5792,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-06-28 00:00:00
harka,الحركة,0.0,35,0.0,27.3132,0.373977,16.0824,0.0,10.7145,0.34,,24.4773,29.2445,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-06-28 00:00:00
siliana,سليانـــــــة,0.00773681,14,0.095418,7.76039,0.254395,10.7672,0.906937,1.89272,0.902666,11.1986,35.1061,4.22666,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-06-28 00:00:00
lakhmess,لخمـــــــاس,0.00438153,15,0.003249,6.50899,0.145883,6.66416,0.377516,0.906899,0.481743,1.61321,12.3721,1.95274,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-06-28 00:00:00
rmil,الرميـــــــل,0.00200252,16,0.003681,0.83,0.0638999,1.25252,0.177094,0.395702,0.0634854,1.55835,10.011,0.893,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-06-28 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,20.2644,0.0225771,5.32897,0.112,1.204,0.338467,9.37769,25.9618,29.0666,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-06-28 00:00:00
rmel,الرمــــــل,0.0120957,18,0.0,0.900043,0.301524,1.62436,0.0,0.0158,0.16196,6.15259,15.8819,1.90398,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-06-28 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0705,14.8491,0.423431,18.7942,2.02884,3.99636,0.741472,6.84137,22.2761,3.8298,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-06-28 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,34.1461,0.16273,13.5605,0.0,1.84026,2.50689,23.119,44.3178,38.0282,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-06-28 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.009,4.95723,0.0,15.0016,0.16508,0.536548,0.496056,8.28078,14.6966,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-06-28 00:00:00
sficifa,سفيسيفة,0.00150053,22,0.0,1.49861,0.0272679,0.180511,0.0,0.0,0.56,0.245754,76.2107,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-06-28 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.021735,0.808459,0.0,0.202,0.111814,0.0334706,1.84583,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-06-28 00:00:00
elbrek,البــــــــرك,0.00042735,24,0.0,0.06,0.0119658,0.67938,0.0,0.0,0.0835049,0.545178,2.10536,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-06-28 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0144,1.3564,0.0315543,1.57981,0.24912,0.47012,0.130037,0.780643,5.08337,1.9018,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-06-28 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.51516,0.0,1.30067,0.0,0.053721,0.18711,0.390904,6.73996,0.55152,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-06-28 00:00:00
masri,مصــــــري,0.0109317,27,0.0431,4.18414,0.0820519,0.878559,0.686244,4.42859,0.158997,0.797554,4.71908,3.97175,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-06-28 00:00:00
lebna,لبنــــــــة,0.000960817,28,0.029,4.43276,0.073274,4.41572,0.713,2.68597,0.182602,3.9641,18.0339,8.0404,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-06-28 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.47328,0.00218008,0.275397,0.0,0.0,0.0578286,1.86717,4.46215,1.4855,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-06-28 00:00:00
abid,العبيـــــــد,0.0,30,0.0142,2.64123,0.0404827,3.04384,0.312394,0.662892,0.0124065,0.960733,5.23934,2.70015,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-06-28 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,23.6261,0.0637722,30.4346,1.566,7.987,14.8922,38.8005,165.847,8.88123,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-06-27 00:00:00
sarrat,سراط,0.000759681,36,0.0,5.72442,0.118287,9.18881,0.13855,6.7316,1.867,,17.2623,6.071,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-06-27 00:00:00
benmetir,بنيمطيــر,0.0,2,0.03456,23.9863,0.0124311,29.8789,0.89856,11.6326,0.282436,16.8917,43.1689,17.118,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-06-27 00:00:00
kasseb,كســاب,0.0,3,0.09504,31.048,0.276329,31.7674,2.2703,23.6631,0.430066,23.8662,43.394,32.8138,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-06-27 00:00:00
barbara,بربرة,0.0,4,0.020065,63.5951,0.220806,62.3045,0.441943,34.9912,0.293949,48.674,83.5123,54.9568,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-06-27 00:00:00
sidisalem,سيدي ســــالم,0.0,5,0.0432,188.373,0.900468,216.271,24.4972,140.937,9.72415,153.848,393.339,227.575,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-06-27 00:00:00
bouheurtma,بو هرتمـــــه,0.0247747,6,0.34947,48.5707,0.136391,65.9694,7.22751,40.0407,1.18503,32.672,81.4533,28.7085,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-06-27 00:00:00
joumine,جوميــــــن,0.0,7,0.23618,42.9356,0.628032,62.6037,6.59646,47.9295,0.735881,39.9499,75.9839,42.2079,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-06-27 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0437,6.61293,0.0515762,7.04006,1.1111,4.29447,0.103143,3.76045,9.52519,6.36034,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-06-27 00:00:00
melah,المالح,0.0,33,0.0796,13.2836,0.0466847,18.4385,2.11438,6.12804,0.37,7.42478,25.683,7.3762,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-06-27 00:00:00
tine,الطين,0.0056935,34,0.0532,3.3505,0.218969,6.75023,1.39207,5.40913,0.16,6.28289,17.384,5.9854,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-06-27 00:00:00
sejnane,سجنــــــان,0.0,9,0.508396,102.927,0.200231,125.514,13.3051,196.731,1.37957,94.4776,119.17,96.2945,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-06-27 00:00:00
zarga,الزرقة,0.0,10,0.043,18.09,2.65151e-05,12.5113,1.1767,6.0334,0.09,7.85461,22.081,17.219,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-06-27 00:00:00
kebir,الكبير,0.00400842,31,0.0,6.4712,0.0729442,19.1764,0.0,17.9095,0.124519,17.7348,39.6072,6.19,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-06-27 00:00:00
moula,المولى,0.0,32,0.0,25.9634,0.125578,10.933,0.0,8.111,0.118173,15.574,31.8469,25.8484,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-06-27 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.38149,251.932,2.70673,246.434,9.32378,163.675,1.97054,173.435,295.838,246.393,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-06-27 00:00:00
ziatine,الزياتين,0.0227032,12,0.056843,22.9592,0.356759,18.1211,1.39234,10.3997,0.1,11.7116,29.19,22.6908,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-06-27 00:00:00
gamgoum,القمقوم,0.0,13,0.0,17.35,0.111136,8.73749,0.0,6.9895,0.0,6.91776,7.96404,17.5935,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-06-27 00:00:00
harka,الحركة,0.0,35,0.0,27.3534,0.373977,16.0824,0.0,10.7145,0.34,,24.466,29.2873,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-06-27 00:00:00
siliana,سليانـــــــة,0.0384766,14,0.031217,7.883,0.246658,10.7595,0.811519,1.7973,0.902666,11.1808,35.076,4.30389,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-06-27 00:00:00
lakhmess,لخمـــــــاس,0.00243638,15,0.020789,6.5192,0.141501,6.65978,0.374267,0.90365,0.481743,1.61065,12.356,1.95792,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-06-27 00:00:00
rmil,الرميـــــــل,0.00250348,16,0.00721,0.837,0.0618974,1.25052,0.173413,0.392021,0.0634854,1.55685,10.0089,0.8965,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-06-27 00:00:00
